net,length_um
id_stage_i.regfile_i.regfile_data\[20\]\[19\],23.04
id_stage_i.regfile_i.regfile_data\[13\]\[13\],23.02
id_stage_i.regfile_i.regfile_data\[22\]\[30\],23.01
_03224_,23
id_stage_i.IF_pc_i\[6\],23
id_stage_i.regfile_i.regfile_data\[14\]\[4\],22.965
_05687_,22.96
_06382_,22.96
id_stage_i.regfile_i.regfile_data\[15\]\[26\],22.96
clknet_leaf_76_clk_i,22.96
id_stage_i.regfile_i.regfile_data\[2\]\[11\],22.95
id_stage_i.regfile_i.regfile_data\[24\]\[29\],22.94
id_stage_i.regfile_i.regfile_data\[8\]\[26\],22.94
id_stage_i.regfile_i.regfile_data\[15\]\[7\],22.93
id_stage_i.regfile_i.regfile_data\[19\]\[20\],22.92
id_stage_i.regfile_i.regfile_data\[12\]\[26\],22.9
id_stage_i.regfile_i.regfile_data\[30\]\[7\],22.895
id_stage_i.regfile_i.regfile_data\[22\]\[10\],22.89
id_stage_i.regfile_i.regfile_data\[4\]\[0\],22.88
_01119_,22.86
id_stage_i.regfile_i.regfile_data\[26\]\[20\],22.85
_04200_,22.84
id_stage_i.regfile_i.regfile_data\[19\]\[22\],22.84
id_stage_i.regfile_i.regfile_data\[8\]\[21\],22.84
_03516_,22.82
_04085_,22.82
_02242_,22.8
_06259_,22.8
id_stage_i.regfile_i.regfile_data\[19\]\[21\],22.78
id_stage_i.regfile_i.regfile_data\[10\]\[4\],22.765
_04103_,22.76
id_stage_i.regfile_i.regfile_data\[26\]\[17\],22.75
_01715_,22.74
_04161_,22.74
id_stage_i.regfile_i.regfile_data\[17\]\[23\],22.74
id_stage_i.regfile_i.regfile_data\[21\]\[15\],22.74
_05167_,22.72
branchgen_i.ID_rs1_addr_i\[2\],22.72
id_stage_i.regfile_i.regfile_data\[4\]\[6\],22.72
_01118_,22.705
_04527_,22.7
id_stage_i.regfile_i.regfile_data\[8\]\[2\],22.7
branchgen_i.ID_rs1_addr_i\[4\],22.69
id_stage_i.regfile_i.regfile_data\[25\]\[17\],22.68
id_stage_i.regfile_i.regfile_data\[4\]\[21\],22.68
_03606_,22.66
_06552_,22.66
id_stage_i.IF_pc_i\[19\],22.66
id_stage_i.regfile_i.regfile_data\[24\]\[19\],22.66
_02215_,22.64
_05853_,22.64
_06177_,22.64
id_stage_i.regfile_i.regfile_data\[16\]\[1\],22.64
id_stage_i.regfile_i.regfile_data\[20\]\[5\],22.64
_02900_,22.62
_03935_,22.6
id_stage_i.regfile_i.regfile_data\[0\]\[27\],22.6
id_stage_i.regfile_i.regfile_data\[0\]\[4\],22.6
_06181_,22.56
_02918_,22.54
_03391_,22.54
_03919_,22.54
_04122_,22.54
id_stage_i.regfile_i.regfile_data\[0\]\[20\],22.54
id_stage_i.regfile_i.regfile_data\[11\]\[3\],22.54
id_stage_i.regfile_i.regfile_data\[22\]\[18\],22.535
id_stage_i.regfile_i.regfile_data\[20\]\[7\],22.52
id_stage_i.regfile_i.regfile_data\[31\]\[3\],22.52
id_stage_i.regfile_i.regfile_data\[3\]\[19\],22.52
id_stage_i.regfile_i.regfile_data\[30\]\[28\],22.505
_04252_,22.5
id_stage_i.regfile_i.regfile_data\[13\]\[4\],22.5
clknet_leaf_124_clk_i,22.5
_06243_,22.48
id_stage_i.regfile_i.regfile_data\[10\]\[30\],22.47
_03422_,22.46
_05034_,22.46
id_stage_i.regfile_i.regfile_data\[3\]\[9\],22.45
_02230_,22.44
mem_stage_i.MEM_alu_result_o\[15\],22.44
id_stage_i.regfile_i.regfile_data\[14\]\[31\],22.435
id_stage_i.regfile_i.regfile_data\[18\]\[12\],22.435
_03447_,22.38
IMEM_data_i[15],22.37
_05933_,22.36
id_stage_i.regfile_i.regfile_data\[20\]\[24\],22.36
_01837_,22.34
_01877_,22.34
_05725_,22.34
id_stage_i.regfile_i.regfile_data\[19\]\[27\],22.34
id_stage_i.regfile_i.regfile_data\[19\]\[17\],22.335
DMEM_wr_byte_en_o[1],22.33
_02825_,22.32
id_stage_i.regfile_i.regfile_data\[9\]\[5\],22.32
id_stage_i.regfile_i.regfile_data\[6\]\[29\],22.315
_05331_,22.3
_06250_,22.3
id_stage_i.regfile_i.regfile_data\[0\]\[16\],22.3
_06213_,22.28
id_stage_i.regfile_i.regfile_data\[16\]\[29\],22.28
id_stage_i.regfile_i.regfile_data\[4\]\[15\],22.28
_05587_,22.26
_06043_,22.26
_06249_,22.26
id_stage_i.regfile_i.regfile_data\[24\]\[8\],22.24
id_stage_i.regfile_i.regfile_data\[28\]\[8\],22.24
_04661_,22.22
_05997_,22.22
id_stage_i.regfile_i.regfile_data\[16\]\[4\],22.2
id_stage_i.regfile_i.regfile_data\[24\]\[2\],22.2
id_stage_i.regfile_i.regfile_data\[4\]\[18\],22.2
id_stage_i.regfile_i.regfile_data\[4\]\[19\],22.2
_01261_,22.185
_01367_,22.18
_01464_,22.18
_04075_,22.18
id_stage_i.regfile_i.regfile_data\[12\]\[25\],22.18
id_stage_i.regfile_i.regfile_data\[8\]\[5\],22.18
id_stage_i.regfile_i.regfile_data\[9\]\[14\],22.18
_03685_,22.17
_01907_,22.16
_02138_,22.16
_02981_,22.16
_04173_,22.16
id_stage_i.regfile_i.regfile_data\[28\]\[24\],22.16
_02583_,22.14
id_stage_i.regfile_i.regfile_data\[20\]\[30\],22.12
id_stage_i.regfile_i.regfile_data\[6\]\[22\],22.115
_00914_,22.1
id_stage_i.regfile_i.regfile_data\[17\]\[2\],22.1
id_stage_i.regfile_i.regfile_data\[27\]\[13\],22.1
id_stage_i.regfile_i.regfile_data\[5\]\[1\],22.1
_01990_,22.08
id_stage_i.regfile_i.regfile_data\[15\]\[2\],22.08
id_stage_i.regfile_i.regfile_data\[16\]\[3\],22.08
id_stage_i.regfile_i.regfile_data\[22\]\[27\],22.07
id_stage_i.regfile_i.regfile_data\[24\]\[30\],22.07
DMEM_rd_data_i[1],22.06
_01919_,22.06
_06300_,22.06
id_stage_i.regfile_i.regfile_data\[14\]\[10\],22.045
id_stage_i.regfile_i.regfile_data\[30\]\[8\],22.045
_03169_,22.04
_05057_,22.04
_00386_,22.025
_02132_,22
id_stage_i.regfile_i.regfile_data\[1\]\[15\],22
id_stage_i.regfile_i.regfile_data\[21\]\[20\],22
id_stage_i.regfile_i.regfile_data\[2\]\[2\],21.99
_00638_,21.985
boot_addr_i[15],21.98
_05432_,21.96
_02006_,21.94
id_stage_i.regfile_i.regfile_data\[3\]\[4\],21.94
_05260_,21.92
_03387_,21.9
_04164_,21.9
id_stage_i.regfile_i.regfile_data\[24\]\[1\],21.9
id_stage_i.regfile_i.regfile_data\[10\]\[18\],21.89
_02137_,21.88
_03102_,21.88
id_stage_i.regfile_i.regfile_data\[17\]\[29\],21.88
id_stage_i.regfile_i.regfile_data\[30\]\[17\],21.87
_01693_,21.86
id_stage_i.regfile_i.regfile_data\[6\]\[18\],21.85
_03981_,21.84
_05829_,21.84
_06761_,21.84
id_stage_i.regfile_i.regfile_data\[8\]\[31\],21.84
clknet_leaf_159_clk_i,21.84
id_stage_i.regfile_i.regfile_data\[14\]\[21\],21.825
_00003_,21.82
_01459_,21.82
_03568_,21.82
_03825_,21.82
_05979_,21.82
_06506_,21.82
DMEM_wr_data_o[18],21.81
id_stage_i.regfile_i.regfile_data\[3\]\[17\],21.81
_05376_,21.8
_05949_,21.8
id_stage_i.regfile_i.regfile_data\[21\]\[13\],21.8
id_stage_i.regfile_i.regfile_data\[31\]\[0\],21.795
id_stage_i.regfile_i.regfile_data\[27\]\[24\],21.78
_01998_,21.76
id_stage_i.regfile_i.regfile_data\[13\]\[25\],21.76
id_stage_i.regfile_i.regfile_data\[24\]\[18\],21.76
id_stage_i.regfile_i.regfile_data\[31\]\[23\],21.76
id_stage_i.regfile_i.regfile_data\[5\]\[10\],21.76
id_stage_i.regfile_i.regfile_data\[2\]\[15\],21.755
_03841_,21.74
_04301_,21.74
_05990_,21.74
_06216_,21.74
_03054_,21.72
_05892_,21.72
_05652_,21.71
id_stage_i.regfile_i.regfile_data\[14\]\[2\],21.705
_02396_,21.7
_03552_,21.7
_05159_,21.7
_06658_,21.7
id_stage_i.regfile_i.regfile_data\[1\]\[3\],21.66
_05122_,21.64
id_stage_i.regfile_i.regfile_data\[18\]\[23\],21.635
_05365_,21.62
_05963_,21.62
id_stage_i.rs2_rd_data\[7\],21.62
_02124_,21.6
_03382_,21.6
_04218_,21.6
boot_addr_i[16],21.6
_01625_,21.58
id_stage_i.regfile_i.regfile_data\[31\]\[5\],21.58
id_stage_i.regfile_i.regfile_data\[18\]\[14\],21.575
id_stage_i.regfile_i.regfile_data\[28\]\[6\],21.57
_01694_,21.565
_05215_,21.56
id_stage_i.regfile_i.regfile_data\[0\]\[28\],21.56
id_stage_i.regfile_i.regfile_data\[31\]\[8\],21.56
id_stage_i.regfile_i.regfile_data\[4\]\[8\],21.56
id_stage_i.regfile_i.regfile_data\[5\]\[17\],21.56
id_stage_i.regfile_i.regfile_data\[22\]\[8\],21.555
_03190_,21.54
_05625_,21.54
_02865_,21.52
id_stage_i.regfile_i.regfile_data\[27\]\[21\],21.5
id_stage_i.regfile_i.regfile_data\[9\]\[19\],21.5
id_stage_i.regfile_i.regfile_data\[26\]\[11\],21.47
id_stage_i.regfile_i.regfile_data\[6\]\[5\],21.47
_02153_,21.46
_03120_,21.46
id_stage_i.regfile_i.regfile_data\[4\]\[17\],21.46
_02013_,21.44
_06218_,21.44
id_stage_i.regfile_i.regfile_data\[18\]\[9\],21.435
id_stage_i.regfile_i.regfile_data\[30\]\[19\],21.435
id_stage_i.regfile_i.regfile_data\[2\]\[25\],21.415
_06058_,21.4
id_stage_i.regfile_i.regfile_data\[28\]\[12\],21.4
id_stage_i.regfile_i.regfile_data\[10\]\[7\],21.395
id_stage_i.regfile_i.regfile_data\[30\]\[22\],21.39
_03553_,21.38
_04851_,21.38
_05343_,21.38
_06185_,21.38
id_stage_i.regfile_i.regfile_data\[2\]\[21\],21.365
id_stage_i.regfile_i.regfile_data\[19\]\[6\],21.36
_06204_,21.34
_01162_,21.305
_02805_,21.3
id_stage_i.regfile_i.regfile_data\[7\]\[12\],21.3
id_stage_i.regfile_i.regfile_data\[22\]\[14\],21.29
_02393_,21.28
id_stage_i.regfile_i.regfile_data\[24\]\[25\],21.28
_01782_,21.26
_02279_,21.26
_03965_,21.26
id_stage_i.regfile_i.regfile_data\[11\]\[30\],21.26
id_stage_i.regfile_i.regfile_data\[30\]\[13\],21.245
_02919_,21.24
id_stage_i.rs2_rd_data\[14\],21.24
id_stage_i.regfile_i.regfile_data\[2\]\[31\],21.215
id_stage_i.regfile_i.regfile_data\[13\]\[20\],21.18
id_stage_i.regfile_i.regfile_data\[20\]\[2\],21.16
_03672_,21.14
_03894_,21.14
_04015_,21.14
_06040_,21.12
id_stage_i.regfile_i.regfile_data\[27\]\[10\],21.12
_03002_,21.1
boot_addr_i[27],21.09
_04470_,21.08
_06172_,21.08
id_stage_i.regfile_i.regfile_data\[5\]\[31\],21.08
id_stage_i.regfile_i.regfile_data\[2\]\[29\],21.07
_03933_,21.06
id_stage_i.regfile_i.regfile_data\[27\]\[23\],21.06
id_stage_i.regfile_i.regfile_data\[4\]\[26\],21.06
id_stage_i.regfile_i.regfile_data\[7\]\[17\],21.06
_05657_,21.05
ex_stage_i.EX_rs2_data_o\[24\],21.04
_06145_,21.02
id_stage_i.regfile_i.regfile_data\[21\]\[14\],21.02
_00357_,21.005
id_stage_i.regfile_i.regfile_data\[14\]\[13\],21.005
_02986_,21
_03327_,21
_02099_,20.98
_06730_,20.98
mem_stage_i.MEM_alu_result_o\[11\],20.98
_04437_,20.96
id_stage_i.regfile_i.regfile_data\[20\]\[25\],20.96
id_stage_i.regfile_i.regfile_data\[31\]\[29\],20.96
id_stage_i.regfile_i.regfile_data\[10\]\[9\],20.955
_03520_,20.94
id_stage_i.regfile_i.regfile_data\[28\]\[21\],20.94
_05353_,20.92
id_stage_i.regfile_i.regfile_data\[22\]\[19\],20.915
_02177_,20.9
_04058_,20.9
id_stage_i.regfile_i.regfile_data\[1\]\[2\],20.9
id_stage_i.regfile_i.regfile_data\[5\]\[0\],20.9
id_stage_i.regfile_i.regfile_data\[5\]\[3\],20.88
mem_stage_i.MEM_alu_result_o\[21\],20.88
id_stage_i.regfile_i.regfile_data\[30\]\[21\],20.855
_05694_,20.84
id_stage_i.regfile_i.regfile_data\[6\]\[28\],20.835
_01718_,20.82
_06380_,20.82
id_stage_i.rs2_rd_data\[17\],20.82
id_stage_i.regfile_i.regfile_data\[6\]\[0\],20.815
id_stage_i.regfile_i.regfile_data\[19\]\[15\],20.81
_03126_,20.8
_05329_,20.8
_06467_,20.78
_06476_,20.78
id_stage_i.regfile_i.regfile_data\[0\]\[17\],20.78
id_stage_i.regfile_i.regfile_data\[1\]\[8\],20.78
id_stage_i.regfile_i.regfile_data\[23\]\[10\],20.78
id_stage_i.regfile_i.regfile_data\[28\]\[27\],20.78
id_stage_i.regfile_i.regfile_data\[3\]\[0\],20.76
id_stage_i.regfile_i.regfile_data\[15\]\[25\],20.74
_04203_,20.72
_03993_,20.7
_06207_,20.7
_06394_,20.7
id_stage_i.regfile_i.regfile_data\[11\]\[4\],20.7
mem_stage_i.MEM_alu_result_o\[19\],20.7
id_stage_i.regfile_i.regfile_data\[6\]\[15\],20.69
_04196_,20.68
_00945_,20.66
_05328_,20.66
id_stage_i.regfile_i.regfile_data\[3\]\[16\],20.6
_03517_,20.58
id_stage_i.regfile_i.regfile_data\[12\]\[19\],20.58
_03363_,20.56
_06305_,20.55
id_stage_i.regfile_i.regfile_data\[11\]\[28\],20.54
id_stage_i.regfile_i.regfile_data\[27\]\[31\],20.54
id_stage_i.regfile_i.regfile_data\[0\]\[19\],20.5
_06038_,20.48
ex_stage_i.ID_branch_flag_i,20.48
id_stage_i.regfile_i.regfile_data\[23\]\[31\],20.48
id_stage_i.regfile_i.regfile_data\[16\]\[28\],20.46
_03340_,20.44
id_stage_i.regfile_i.regfile_data\[12\]\[30\],20.44
id_stage_i.regfile_i.regfile_data\[27\]\[1\],20.44
_03944_,20.42
id_stage_i.regfile_i.regfile_data\[3\]\[12\],20.42
_03138_,20.4
_03282_,20.4
_05803_,20.4
_06179_,20.4
_06790_,20.4
id_stage_i.regfile_i.regfile_data\[4\]\[12\],20.4
boot_addr_i[11],20.39
_00510_,20.385
_05841_,20.38
id_stage_i.regfile_i.regfile_data\[0\]\[0\],20.38
_00445_,20.365
IMEM_addr_o[21],20.36
_05715_,20.36
id_stage_i.regfile_i.regfile_data\[16\]\[27\],20.36
_00382_,20.345
id_stage_i.regfile_i.regfile_data\[27\]\[0\],20.34
id_stage_i.regfile_i.regfile_data\[22\]\[25\],20.315
id_stage_i.regfile_i.regfile_data\[2\]\[22\],20.295
id_stage_i.regfile_i.regfile_data\[0\]\[12\],20.28
id_stage_i.regfile_i.regfile_data\[27\]\[16\],20.28
id_stage_i.regfile_i.regfile_data\[2\]\[4\],20.27
_03385_,20.24
_04558_,20.24
id_stage_i.regfile_i.regfile_data\[24\]\[7\],20.24
id_stage_i.regfile_i.regfile_data\[3\]\[8\],20.24
_01865_,20.22
id_stage_i.regfile_i.regfile_data\[19\]\[13\],20.22
_01163_,20.2
_02316_,20.18
_05469_,20.18
id_stage_i.regfile_i.regfile_data\[11\]\[14\],20.18
id_stage_i.regfile_i.regfile_data\[20\]\[26\],20.18
_04992_,20.16
_05383_,20.16
id_stage_i.regfile_i.regfile_data\[13\]\[26\],20.16
id_stage_i.regfile_i.regfile_data\[29\]\[1\],20.16
_03845_,20.14
_05568_,20.14
_02179_,20.12
_03177_,20.12
_05165_,20.12
id_stage_i.regfile_i.regfile_data\[8\]\[30\],20.12
id_stage_i.regfile_i.regfile_data\[30\]\[0\],20.085
_04179_,20.08
id_stage_i.regfile_i.regfile_data\[22\]\[26\],20.055
_05978_,20.04
id_stage_i.regfile_i.regfile_data\[19\]\[25\],20.04
_00197_,20.025
_00816_,20.025
id_stage_i.regfile_i.regfile_data\[12\]\[17\],20.02
id_stage_i.regfile_i.regfile_data\[4\]\[4\],20.015
_05156_,20
_02824_,19.98
id_stage_i.regfile_i.regfile_data\[9\]\[18\],19.98
_03515_,19.96
id_stage_i.regfile_i.regfile_data\[3\]\[1\],19.96
branchgen_i.ID_imm2_i\[16\],19.94
_04281_,19.92
id_stage_i.regfile_i.regfile_data\[1\]\[24\],19.92
id_stage_i.regfile_i.regfile_data\[21\]\[12\],19.92
id_stage_i.regfile_i.regfile_data\[4\]\[29\],19.92
id_stage_i.regfile_i.regfile_data\[6\]\[23\],19.915
_00347_,19.905
_01979_,19.9
_05200_,19.9
_06045_,19.9
id_stage_i.regfile_i.regfile_data\[23\]\[16\],19.9
id_stage_i.regfile_i.regfile_data\[3\]\[27\],19.9
_05713_,19.86
_05744_,19.84
id_stage_i.regfile_i.regfile_data\[21\]\[2\],19.84
id_stage_i.regfile_i.regfile_data\[26\]\[10\],19.825
_06554_,19.82
id_stage_i.regfile_i.regfile_data\[9\]\[27\],19.82
id_stage_i.regfile_i.regfile_data\[10\]\[15\],19.785
_01895_,19.78
_03266_,19.78
id_stage_i.regfile_i.regfile_data\[6\]\[19\],19.77
id_stage_i.regfile_i.regfile_data\[10\]\[14\],19.745
_04128_,19.74
_05531_,19.74
branchgen_i.ID_pc_i\[26\],19.74
_00180_,19.68
_01654_,19.68
_05967_,19.66
id_stage_i.regfile_i.regfile_data\[20\]\[29\],19.66
_04106_,19.64
_05395_,19.63
_05526_,19.62
id_stage_i.regfile_i.regfile_data\[18\]\[15\],19.59
id_stage_i.regfile_i.regfile_data\[11\]\[26\],19.58
id_stage_i.regfile_i.regfile_data\[17\]\[16\],19.58
_05630_,19.575
_05817_,19.56
_01136_,19.545
_01335_,19.545
id_stage_i.regfile_i.regfile_data\[21\]\[18\],19.54
_01260_,19.525
id_stage_i.regfile_i.regfile_data\[3\]\[14\],19.52
id_stage_i.regfile_i.regfile_data\[3\]\[6\],19.52
id_stage_i.regfile_i.regfile_data\[10\]\[20\],19.505
_02225_,19.5
_02352_,19.5
_04506_,19.48
_05152_,19.48
id_stage_i.regfile_i.regfile_data\[23\]\[23\],19.48
id_stage_i.regfile_i.regfile_data\[4\]\[1\],19.48
id_stage_i.regfile_i.regfile_data\[5\]\[30\],19.48
id_stage_i.regfile_i.regfile_data\[9\]\[25\],19.48
_06220_,19.47
_03753_,19.46
id_stage_i.regfile_i.regfile_data\[25\]\[13\],19.46
_02959_,19.44
id_stage_i.regfile_i.regfile_data\[0\]\[29\],19.44
_02319_,19.4
_03829_,19.4
_05164_,19.4
id_stage_i.regfile_i.regfile_data\[11\]\[6\],19.4
_06772_,19.38
id_stage_i.regfile_i.regfile_data\[23\]\[15\],19.38
branchgen_i.ID_pc_i\[29\],19.36
id_stage_i.regfile_i.regfile_data\[8\]\[12\],19.36
mem_stage_i.MEM_alu_result_o\[31\],19.36
_00254_,19.345
id_stage_i.regfile_i.regfile_data\[20\]\[31\],19.34
id_stage_i.regfile_i.regfile_data\[27\]\[25\],19.34
_03710_,19.32
_03940_,19.32
_03951_,19.32
_04291_,19.32
id_stage_i.IF_pc_i\[12\],19.32
id_stage_i.regfile_i.regfile_data\[29\]\[17\],19.32
_05831_,19.28
id_stage_i.regfile_i.regfile_data\[3\]\[11\],19.28
_05980_,19.22
_01955_,19.2
_05620_,19.2
id_stage_i.regfile_i.regfile_data\[31\]\[9\],19.2
_00327_,19.185
_03852_,19.18
id_stage_i.regfile_i.regfile_data\[31\]\[22\],19.14
_05930_,19.12
net87,19.12
id_stage_i.regfile_i.regfile_data\[29\]\[16\],19.1
id_stage_i.regfile_i.regfile_data\[7\]\[28\],19.1
id_stage_i.regfile_i.regfile_data\[18\]\[1\],19.095
id_stage_i.regfile_i.regfile_data\[22\]\[15\],19.09
id_stage_i.regfile_i.regfile_data\[7\]\[0\],19.08
_03567_,19.06
_05228_,19.06
_06731_,19.06
id_stage_i.regfile_i.regfile_data\[31\]\[19\],19.06
id_stage_i.regfile_i.regfile_data\[31\]\[1\],19.06
_04618_,19.04
_06124_,19.04
id_stage_i.regfile_i.regfile_data\[23\]\[28\],19.02
id_stage_i.regfile_i.regfile_data\[7\]\[27\],19.02
_02163_,19
_03270_,19
_06282_,19
id_stage_i.regfile_i.regfile_data\[19\]\[0\],19
_01803_,18.98
id_stage_i.regfile_i.regfile_data\[7\]\[30\],18.98
_00763_,18.945
IMEM_data_i[12],18.93
_05207_,18.92
id_stage_i.regfile_i.regfile_data\[5\]\[25\],18.91
DMEM_rd_data_i[22],18.9
_05239_,18.9
_05772_,18.9
id_stage_i.regfile_i.regfile_data\[2\]\[28\],18.9
id_stage_i.regfile_i.regfile_data\[4\]\[24\],18.9
id_stage_i.regfile_i.regfile_data\[6\]\[27\],18.89
_01192_,18.88
_03295_,18.86
_03297_,18.86
_03792_,18.86
_05668_,18.86
_06191_,18.86
id_stage_i.regfile_i.regfile_data\[23\]\[9\],18.86
id_stage_i.regfile_i.regfile_data\[29\]\[29\],18.86
id_stage_i.regfile_i.regfile_data\[18\]\[2\],18.85
_01947_,18.84
_03495_,18.84
_04007_,18.84
DMEM_wr_data_o[21],18.83
_03249_,18.82
id_stage_i.regfile_i.regfile_data\[15\]\[16\],18.82
id_stage_i.regfile_i.regfile_data\[27\]\[30\],18.82
id_stage_i.regfile_i.regfile_data\[6\]\[25\],18.82
_03091_,18.8
_04059_,18.8
id_stage_i.regfile_i.regfile_data\[18\]\[6\],18.79
_01570_,18.78
_03342_,18.78
id_stage_i.regfile_i.regfile_data\[23\]\[8\],18.78
id_stage_i.regfile_i.regfile_data\[30\]\[16\],18.775
id_stage_i.regfile_i.regfile_data\[1\]\[7\],18.77
_00597_,18.765
_00019_,18.76
_04096_,18.76
_03100_,18.74
id_stage_i.regfile_i.regfile_data\[3\]\[20\],18.74
id_stage_i.regfile_i.regfile_data\[18\]\[26\],18.73
_00040_,18.72
_03920_,18.72
_05423_,18.72
id_stage_i.regfile_i.regfile_data\[15\]\[24\],18.7
id_stage_i.regfile_i.regfile_data\[29\]\[22\],18.7
id_stage_i.regfile_i.regfile_data\[26\]\[9\],18.69
DMEM_wr_data_o[27],18.68
id_stage_i.regfile_i.regfile_data\[27\]\[8\],18.68
id_stage_i.regfile_i.regfile_data\[31\]\[27\],18.68
_02994_,18.66
_06009_,18.66
IMEM_addr_o[24],18.65
id_stage_i.regfile_i.regfile_data\[18\]\[5\],18.635
_01973_,18.62
_04036_,18.62
_05435_,18.62
id_stage_i.regfile_i.regfile_data\[22\]\[7\],18.615
_02822_,18.6
_05084_,18.6
_06597_,18.6
_06662_,18.6
id_stage_i.regfile_i.regfile_data\[17\]\[22\],18.6
id_stage_i.regfile_i.regfile_data\[17\]\[6\],18.6
id_stage_i.regfile_i.regfile_data\[25\]\[18\],18.6
id_stage_i.regfile_i.regfile_data\[25\]\[4\],18.6
id_stage_i.regfile_i.regfile_data\[5\]\[4\],18.58
id_stage_i.regfile_i.regfile_data\[30\]\[6\],18.57
_04810_,18.56
id_stage_i.regfile_i.regfile_data\[31\]\[7\],18.56
id_stage_i.regfile_i.regfile_data\[5\]\[23\],18.56
id_stage_i.regfile_i.regfile_data\[23\]\[18\],18.54
id_stage_i.regfile_i.regfile_data\[6\]\[4\],18.535
_00604_,18.525
_01669_,18.52
_01780_,18.52
_02286_,18.52
_05104_,18.52
_05804_,18.52
id_stage_i.regfile_i.regfile_data\[23\]\[3\],18.52
id_stage_i.regfile_i.regfile_data\[30\]\[12\],18.505
_02977_,18.5
id_stage_i.regfile_i.regfile_data\[16\]\[17\],18.5
_05386_,18.49
_02391_,18.48
_05775_,18.48
_06174_,18.48
_06451_,18.48
id_stage_i.regfile_i.regfile_data\[20\]\[18\],18.48
id_stage_i.regfile_i.regfile_data\[4\]\[22\],18.48
_02053_,18.46
_02122_,18.46
_04651_,18.46
_06321_,18.46
_06573_,18.46
boot_addr_i[26],18.46
id_stage_i.regfile_i.regfile_data\[0\]\[26\],18.45
id_stage_i.regfile_i.regfile_data\[26\]\[4\],18.445
_03486_,18.44
id_stage_i.regfile_i.regfile_data\[29\]\[9\],18.44
id_stage_i.regfile_i.regfile_data\[3\]\[13\],18.44
_02357_,18.4
_04052_,18.4
_05160_,18.4
_05242_,18.4
id_stage_i.regfile_i.regfile_data\[13\]\[18\],18.4
id_stage_i.regfile_i.regfile_data\[27\]\[27\],18.4
boot_addr_i[30],18.38
id_stage_i.regfile_i.regfile_data\[23\]\[12\],18.38
_06210_,18.36
id_stage_i.regfile_i.regfile_data\[6\]\[9\],18.335
_03648_,18.32
id_stage_i.IF_pc_i\[20\],18.32
id_stage_i.regfile_i.regfile_data\[19\]\[28\],18.32
id_stage_i.regfile_i.regfile_data\[30\]\[31\],18.31
id_stage_i.regfile_i.regfile_data\[0\]\[3\],18.3
id_stage_i.regfile_i.regfile_data\[7\]\[23\],18.3
_03999_,18.28
_04123_,18.28
id_stage_i.regfile_i.regfile_data\[18\]\[30\],18.27
id_stage_i.regfile_i.regfile_data\[17\]\[9\],18.24
_01066_,18.22
_05881_,18.22
id_stage_i.regfile_i.regfile_data\[20\]\[0\],18.22
_01732_,18.2
_02289_,18.2
_05659_,18.2
id_stage_i.regfile_i.regfile_data\[7\]\[26\],18.2
id_stage_i.regfile_i.regfile_data\[9\]\[30\],18.2
id_stage_i.regfile_i.regfile_data\[6\]\[16\],18.19
_03991_,18.18
id_stage_i.regfile_i.regfile_data\[17\]\[15\],18.18
_05103_,18.16
_05253_,18.14
id_stage_i.regfile_i.regfile_data\[21\]\[21\],18.14
id_stage_i.regfile_i.regfile_data\[4\]\[5\],18.14
_02293_,18.12
_05107_,18.12
_05219_,18.12
id_stage_i.regfile_i.regfile_data\[22\]\[16\],18.11
_05418_,18.1
id_stage_i.regfile_i.regfile_data\[15\]\[22\],18.1
id_stage_i.regfile_i.regfile_data\[19\]\[23\],18.08
id_stage_i.regfile_i.regfile_data\[20\]\[23\],18.08
id_stage_i.regfile_i.regfile_data\[25\]\[27\],18.08
DMEM_addr_o[6],18.07
_06008_,18.06
_04663_,18.02
_05777_,18.02
_06073_,18.02
_06082_,18.02
id_stage_i.IF_pc_i\[27\],18.02
id_stage_i.regfile_i.regfile_data\[17\]\[4\],18.02
_03108_,18
_05336_,18
id_stage_i.regfile_i.regfile_data\[21\]\[24\],17.98
id_stage_i.regfile_i.regfile_data\[18\]\[25\],17.975
id_stage_i.regfile_i.regfile_data\[22\]\[6\],17.97
id_stage_i.regfile_i.regfile_data\[6\]\[8\],17.97
_05571_,17.96
id_stage_i.regfile_i.regfile_data\[7\]\[21\],17.96
id_stage_i.regfile_i.regfile_data\[22\]\[11\],17.95
id_stage_i.regfile_i.regfile_data\[22\]\[13\],17.95
_05582_,17.94
DMEM_addr_o[19],17.93
id_stage_i.IF_pc_i\[30\],17.92
id_stage_i.regfile_i.regfile_data\[23\]\[0\],17.92
_02186_,17.9
_02342_,17.9
_00527_,17.895
id_stage_i.regfile_i.regfile_data\[14\]\[14\],17.885
_03151_,17.88
_03974_,17.88
_05178_,17.86
ex_stage_i.EX_pc_dest_o\[26\],17.86
id_stage_i.regfile_i.regfile_data\[4\]\[28\],17.82
_03244_,17.8
_06311_,17.8
_06465_,17.8
id_stage_i.regfile_i.regfile_data\[17\]\[31\],17.8
_02046_,17.78
_03689_,17.78
_01479_,17.76
_03547_,17.76
id_stage_i.regfile_i.regfile_data\[19\]\[31\],17.76
id_stage_i.regfile_i.regfile_data\[26\]\[7\],17.75
_05495_,17.74
id_stage_i.regfile_i.regfile_data\[22\]\[24\],17.73
_03415_,17.72
id_stage_i.regfile_i.regfile_data\[18\]\[7\],17.715
_00466_,17.705
